Identificador_Identifier;Tipo_Type;Latitud_Latitude;Longitud_Longitude;ExactitudHorizontal_HorzAccuracy;NivelConfHoriz_HorzConfLevel;ResolucionHoriz_HorzResolution;SistRefHorizontal_HorzRefSyst;Elevacion_Elevation;ExactitudVertical_VertAccuracy;NivelConfVertical_VertConfLevel;ResolucionVert_VertResolution;SistRefVertical_VertRefSyst;Altura_Height;UnidadMedida_UOM;IdOriginador_OriginatorId;IdFuente_SourceId;TipoMedicion_MeasurementType;FechaMedicion_MeasurementDate;Señalizado_Marking;Iluminado_Lighting;Frangible_Frangibility;TipoGeometria_GeometryType;Integridad_Integrity;NotaIntegridad_IntegrityRemark;AMDT;PUB;WEF
LEPA-OBS-03022-023-2015;Sistema Iluminación/Electrical Exit Light;393251.2111N;0024427.1913E;0.01;95;0.001;WGE;8.33;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02020-009-2015;Obstáculo Móvil/Mobile Obstacle;393223.6504N;0024331.9590E;0.01;95;0.001;WGE;7.788;0.015;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03025-006-2015;Sistema Iluminación/Electrical Exit Light;393325.7577N;0024538.5237E;0.012;95;0.001;WGE;2.803;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03013-002-2015;Sistema Iluminación/Electrical Exit Light;393233.1305N;0024350.1780E;0.006;95;0.001;WGE;7.167;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02984-009-2015;Sistema Iluminación/Electrical Exit Light;393259.4260N;0024312.2310E;0.009;95;0.001;WGE;4.378;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02965-013-2015;Sistema Iluminación/Electrical Exit Light;393303.1934N;0024327.4381E;0.014;95;0.001;WGE;3.056;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02840-001-2015;Árbol/Tree;393141.2091N;0024857.3422E;0.2;95;0.001;WGE;157.998;0.2;95;0.001;MSL;15.658;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02429-001-2015;Árbol/Tree;393242.5881N;0024842.4642E;0.2;95;0.001;WGE;133.867;0.2;95;0.001;MSL;8.027;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02036-001-2015;Sistema Eléctrico/Electrical System;393240.7936N;0024432.3641E;0.007;95;0.001;WGE;11.034;0.016;95;0.001;MSL;1.73;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-030-2015;Obstáculo Móvil/Mobile Obstacle;393257.8345N;0024242.0570E;0.011;95;0.001;WGE;7.677;0.016;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03020-003-2015;Sistema Iluminación/Electrical Exit Light;393253.2112N;0024435.3013E;0.003;95;0.001;WGE;6.619;0.002;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03017-008-2015;Sistema Iluminación/Electrical Exit Light;393243.3034N;0024422.3555E;0.009;95;0.001;WGE;7.01;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02991-003-2015;Sistema Iluminación/Electrical Exit Light;393325.2769N;0024357.4493E;0.011;95;0.001;WGE;3.28;0.018;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03026-001-2015;Sistema Iluminación/Electrical Exit Light;393324.1588N;0024537.3871E;0.018;95;0.001;WGE;2.964;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02133-001-2015;Sistema Eléctrico/Electrical System;393238.5006N;0024246.0689E;0.011;95;0.001;WGE;4.682;0.019;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00942-008-2015;Valla/Fence;393310.7619N;0024309.1466E;0.2;95;0.001;WGE;9.065;0.2;95;0.001;MSL;5.785;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02955-002-2015;Sistema Iluminación/Electrical Exit Light;393248.0069N;0024253.5950E;0.009;95;0.001;WGE;4.123;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-002-2015;Sistema Iluminación/Electrical Exit Light;393321.0478N;0024407.7306E;0.01;95;0.001;WGE;3.236;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01367-009-2015;Valla/Fence;393241.3375N;0024436.3206E;0.005;95;0.001;WGE;14.253;0.012;95;0.001;MSL;2.933;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02233-001-2015;Señal/Sign;393245.3919N;0024416.5547E;0.006;95;0.001;WGE;8.534;0.012;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01939-003-2015;Antena/Antenna;393403.5389N;0024124.8221E;0.5;95;0.001;WGE;60.719;0.25;95;0.001;MSL;51.409;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02996-011-2015;Sistema Iluminación/Electrical Exit Light;393338.7618N;0024436.9036E;0.009;95;0.001;WGE;3.96;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02779-001-2015;Árbol/Tree;393313.8124N;0024854.1396E;0.2;95;0.001;WGE;128.278;0.2;95;0.001;MSL;12.278;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00918-004-2015;Sistema Iluminación/Electrical Exit Light;393250.2630N;0024227.8119E;0.008;95;0.001;WGE;8.389;0.015;95;0.001;MSL;3.086;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-010-2015;Sistema Iluminación/Electrical Exit Light;393315.2966N;0024412.1165E;0.018;95;0.001;WGE;4.703;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02956-002-2015;Sistema Iluminación/Electrical Exit Light;393247.4515N;0024254.3686E;0.011;95;0.001;WGE;3.981;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03337-001-2015;Vegetación/Vegetation;393448.4023N;0024929.8295E;0.5;95;0.001;WGE;138.26;0.5;95;0.001;MSL;7.14;m;AENA S.A.;CONSULTOP;Cartografía/Cartography;20151203;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-026-2015;Sistema Iluminación/Electrical Exit Light;393313.3504N;0024343.6412E;0.01;95;0.001;WGE;3.981;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03820-024-2015;Tendido Eléctrico/Transmission Line;393619.2173N;0024547.1851E;0.2;95;0.001;WGE;139.01;0.2;95;0.001;MSL;18.069;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02229-001-2015;Valla/Fence;393251.5693N;0024423.8296E;0.006;95;0.001;WGE;9.439;0.013;95;0.001;MSL;1.37;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-049-2015;Obstáculo Móvil/Mobile Obstacle;393237.6840N;0024243.1479E;0.008;95;0.001;WGE;7.977;0.014;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00963-004-2015;Poste-Mástil/Pole;393319.4036N;0024325.7571E;0.2;95;0.001;WGE;13.483;0.2;95;0.001;MSL;7.523;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02996-001-2015;Sistema Iluminación/Electrical Exit Light;393343.3086N;0024434.7148E;0.007;95;0.001;WGE;2.91;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02971-001-2015;Sistema Iluminación/Electrical Exit Light;393314.7116N;0024351.7734E;0.01;95;0.001;WGE;2.231;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02364-001-2015;Poste-Mástil/Pole;393237.2222N;0024341.1905E;0.008;95;0.001;WGE;7.241;0.012;95;0.001;MSL;2.041;m;AENA S.A.;CONSULTOP;GPS;20151130;Si/Yes;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02241-001-2015;Señal/Sign;393245.1774N;0024409.5177E;0.008;95;0.001;WGE;8.227;0.013;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-027-2015;Obstáculo Móvil/Mobile Obstacle;393306.9187N;0024301.2417E;0.01;95;0.001;WGE;7.597;0.013;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01650-006-2015;Tendido Eléctrico/Transmission Line;393551.0027N;0024548.3758E;0.5;95;0.001;WGE;139.45;0.1;95;0.001;MSL;30.5;m;AENA S.A.;CONSULTOP;Intersección/Intersection;20151203;Si/Yes;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02973-018-2015;Sistema Iluminación/Electrical Exit Light;393304.4773N;0024419.3495E;0.013;95;0.001;WGE;7.35;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03836-029-2015;Cota/Natural Highpoint;393242.2289N;0024436.5568E;0.006;95;0.001;WGE;11.947;0.013;95;0.001;MSL;0;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01370-001-2015;Cota/Natural Highpoint;393244.7867N;0024441.9755E;0.1;95;0.001;WGE;11.842;0.1;95;0.001;MSL;0;m;AENA S.A.;CONSULTOP;GPS;20151203;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01531-001-2015;Sistema Iluminación/Electrical Exit Light;393230.0114N;0024347.8069E;0.009;95;0.001;WGE;7.902;0.014;95;0.001;MSL;0.68;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02908-001-2015;Árbol/Tree;393239.5384N;0024229.1754E;0.2;95;0.001;WGE;15.271;0.2;95;0.001;MSL;4.651;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-026-2015;Sistema Iluminación/Electrical Exit Light;393315.0488N;0024349.1597E;0.007;95;0.001;WGE;3.887;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02204-001-2015;Señal/Sign;393306.1521N;0024332.7708E;0.009;95;0.001;WGE;3.206;0.015;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02973-025-2015;Sistema Iluminación/Electrical Exit Light;393259.8369N;0024423.0130E;0.011;95;0.001;WGE;8.231;0.02;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03023-006-2015;Sistema Iluminación/Electrical Exit Light;393322.9364N;0024535.5135E;0.006;95;0.001;WGE;2.744;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03016-003-2015;Sistema Iluminación/Electrical Exit Light;393241.6286N;0024414.4990E;0.007;95;0.001;WGE;7.579;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-016-2015;Sistema Iluminación/Electrical Exit Light;393310.3646N;0024416.0101E;0.015;95;0.001;WGE;5.957;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01242-003-2015;Valla/Fence;393301.7750N;0024424.4495E;0.1;95;0.001;WGE;9.471;0.1;95;0.001;MSL;1.5;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02132-001-2015;Sistema Eléctrico/Electrical System;393238.4910N;0024246.0509E;0.011;95;0.001;WGE;4.562;0.019;95;0.001;MSL;0.68;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00979-001-2015;Valla/Fence;393325.9052N;0024340.0695E;0.1;95;0.001;WGE;9.268;0.1;95;0.001;MSL;2.5;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01417-002-2015;Sistema Iluminación/Electrical Exit Light;393230.5244N;0024407.5376E;0.009;95;0.001;WGE;9.504;0.016;95;0.001;MSL;3.027;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03011-008-2015;Sistema Iluminación/Electrical Exit Light;393229.4222N;0024349.2244E;0.011;95;0.001;WGE;8.022;0.021;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02128-001-2015;Otros/Other;393237.7953N;0024245.1954E;0.007;95;0.001;WGE;4.596;0.014;95;0.001;MSL;0.69;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02985-007-2015;Sistema Iluminación/Electrical Exit Light;393306.4386N;0024326.1858E;0.009;95;0.001;WGE;4.139;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-002-2015;Sistema Iluminación/Electrical Exit Light;393245.5443N;0024246.7849E;0.006;95;0.001;WGE;3.965;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02843-001-2015;Árbol/Tree;393215.9837N;0024925.7546E;0.2;95;0.001;WGE;160.174;0.2;95;0.001;MSL;13.654;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01411-010-2015;Antena/Antenna;393228.7380N;0024413.6264E;0.2;95;0.001;WGE;22.748;0.2;95;0.001;MSL;17.898;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03002-009-2015;Sistema Iluminación/Electrical Exit Light;393254.1152N;0024430.9407E;0.007;95;0.001;WGE;7.794;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01729-001-2015;Poste-Mástil/Pole;393216.5210N;0024808.4519E;0.5;95;0.001;WGE;106.343;0.1;95;0.001;MSL;6.35;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03510-003-2015;Tendido Eléctrico/Transmission Line;393148.1398N;0024641.7881E;0.5;95;0.001;WGE;54.338;0.25;95;0.001;MSL;10.278;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01389-002-2015;Antena/Antenna;393233.5572N;0024423.8158E;0.5;95;0.001;WGE;21.427;0.25;95;0.001;MSL;17.177;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01416-001-2015;Edificio/Building;393229.3339N;0024408.5343E;0.021;95;0.001;WGE;8.589;0.03;95;0.001;MSL;2.706;m;AENA S.A.;CONSULTOP;GPS;20151120;Si/Yes;Si/Yes;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00911-001-2015;Señal/Sign;393307.2134N;0024415.7412E;0.008;95;0.001;WGE;6.717;0.012;95;0.001;MSL;0.763;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-040-2015;Sistema Iluminación/Electrical Exit Light;393327.1617N;0024412.8723E;0.009;95;0.001;WGE;3.329;0.018;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-024-2015;Obstáculo Móvil/Mobile Obstacle;393313.3750N;0024314.5651E;0.008;95;0.001;WGE;8.484;0.014;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01865-001-2015;Árbol/Tree;393706.5573N;0024937.6434E;0.2;95;0.001;WGE;273.207;0.2;95;0.001;MSL;14.537;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151128;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02998-009-2015;Sistema Iluminación/Electrical Exit Light;393342.7141N;0024442.5059E;0.001;95;0.001;WGE;2.61;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02183-001-2015;Señal/Sign;393300.2506N;0024308.9583E;0.012;95;0.001;WGE;4.403;0.017;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02965-012-2015;Sistema Iluminación/Electrical Exit Light;393302.6919N;0024326.3688E;0.011;95;0.001;WGE;2.731;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03069-012-2015;Tendido Eléctrico/Transmission Line;393521.6111N;0024313.2763E;0.2;95;0.001;WGE;51.34;0.2;95;0.001;MSL;19.433;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02267-002-2015;Poste-Mástil/Pole;393228.2159N;0024348.7557E;0.007;95;0.001;WGE;7.818;0.01;95;0.001;MSL;1.01;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02947-008-2015;Sistema Iluminación/Electrical Exit Light;393245.6930N;0024240.0660E;0.011;95;0.001;WGE;4.269;0.002;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02996-004-2015;Sistema Iluminación/Electrical Exit Light;393342.1983N;0024434.2602E;0.008;95;0.001;WGE;3.055;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03007-003-2015;Sistema Iluminación/Electrical Exit Light;393239.1321N;0024356.3121E;0.013;95;0.001;WGE;7.115;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-021-2015;Obstáculo Móvil/Mobile Obstacle;393319.2748N;0024327.5483E;0.007;95;0.001;WGE;8.035;0.012;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01560-001-2015;Señal/Sign;393253.5213N;0024433.0996E;0.008;95;0.001;WGE;7.428;0.014;95;0.001;MSL;1.04;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01664-004-2015;Antena/Antenna;393256.1210N;0024329.9276E;0.2;95;0.001;WGE;19.34;0.2;95;0.001;MSL;15.91;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02991-012-2015;Sistema Iluminación/Electrical Exit Light;393323.9478N;0024403.6309E;0.008;95;0.001;WGE;3.098;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-032-2015;Sistema Iluminación/Electrical Exit Light;393259.7335N;0024424.3931E;0.009;95;0.001;WGE;8.231;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03069-008-2015;Tendido Eléctrico/Transmission Line;393536.5466N;0024342.1425E;0.2;95;0.001;WGE;62.58;0.2;95;0.001;MSL;18.41;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-019-2015;Sistema Iluminación/Electrical Exit Light;393304.9828N;0024325.9473E;0.024;95;0.001;WGE;4.231;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03505-001-2015;Árbol/Tree;393120.4582N;0024619.4537E;0.5;95;0.001;WGE;51.192;0.25;95;0.001;MSL;20.922;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03526-001-2015;Árbol/Tree;393202.8878N;0024710.5161E;0.5;95;0.001;WGE;89.134;0.25;95;0.001;MSL;14.014;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
